2175
0	0	0	0	2
0	0	4	6.9282	2
1	0	4	0	2
1	0	0	6.9282	2
2	0	2	3.4641	2
2	0	6	10.3923	2
0	0	8	0	2
0	0	12	6.9282	2
1	0	12	0	2
1	0	8	6.9282	2
2	0	10	3.4641	2
2	0	14	10.3923	2
0	0	16	0	2
0	0	20	6.9282	2
1	0	20	0	2
1	0	16	6.9282	2
2	0	18	3.4641	2
2	0	22	10.3923	2
0	0	24	0	2
0	0	28	6.9282	2
1	0	28	0	2
1	0	24	6.9282	2
2	0	26	3.4641	2
2	0	30	10.3923	2
0	0	32	0	2
0	0	36	6.9282	2
1	0	36	0	2
1	0	32	6.9282	2
2	0	34	3.4641	2
2	0	38	10.3923	2
0	0	40	0	2
0	0	44	6.9282	2
1	0	44	0	2
1	0	40	6.9282	2
2	0	42	3.4641	2
2	0	46	10.3923	2
0	0	0	13.8564	2
0	0	4	20.7846	2
1	0	4	13.8564	2
1	0	0	20.7846	2
2	0	2	17.3205	2
0	0	8	13.8564	2
0	0	12	20.7846	2
1	0	12	13.8564	2
1	0	8	20.7846	2
2	0	10	17.3205	2
0	0	16	13.8564	2
0	0	20	20.7846	2
1	0	20	13.8564	2
1	0	16	20.7846	2
2	0	18	17.3205	2
0	0	24	13.8564	2
0	0	28	20.7846	2
1	0	28	13.8564	2
1	0	24	20.7846	2
2	0	26	17.3205	2
0	0	32	13.8564	2
0	0	36	20.7846	2
1	0	36	13.8564	2
1	0	32	20.7846	2
2	0	34	17.3205	2
0	0	40	13.8564	2
0	0	44	20.7846	2
1	0	44	13.8564	2
1	0	40	20.7846	2
2	0	42	17.3205	2
0	0	48	0	2
1	0	48	6.9282	2
2	0	6	24.2487	2
2	0	14	24.2487	2
2	0	22	24.2487	2
2	0	30	24.2487	2
2	0	38	24.2487	2
2	0	46	24.2487	2
0	0	48	13.8564	2
1	0	48	20.7846	2
0	0	0	27.7128	2
0	0	4	34.641	2
1	0	0	34.641	2
2	0	2	31.1769	2
2	0	6	38.1051	2
0	0	12	34.641	2
1	0	8	34.641	2
2	0	10	31.1769	2
2	0	14	38.1051	2
0	0	20	34.641	2
1	0	16	34.641	2
2	0	18	31.1769	2
2	0	22	38.1051	2
0	0	28	34.641	2
1	0	24	34.641	2
2	0	26	31.1769	2
2	0	30	38.1051	2
0	0	36	34.641	2
1	0	32	34.641	2
2	0	34	31.1769	2
2	0	38	38.1051	2
0	0	44	34.641	2
1	0	40	34.641	2
2	0	42	31.1769	2
2	0	46	38.1051	2
0	0	0	41.5692	2
1	0	4	41.5692	2
1	0	0	48.4974	2
2	0	2	45.0333	2
0	0	8	41.5692	2
1	0	12	41.5692	2
2	0	10	45.0333	2
0	0	16	41.5692	2
1	0	20	41.5692	2
2	0	18	45.0333	2
0	0	24	41.5692	2
1	0	28	41.5692	2
2	0	26	45.0333	2
0	0	32	41.5692	2
1	0	36	41.5692	2
2	0	34	45.0333	2
0	0	40	41.5692	2
1	0	44	41.5692	2
2	0	42	45.0333	2
1	0	4	27.7128	2
0	0	8	27.7128	2
1	0	12	27.7128	2
0	0	16	27.7128	2
1	0	20	27.7128	2
0	0	24	27.7128	2
1	0	28	27.7128	2
0	0	32	27.7128	2
1	0	36	27.7128	2
0	0	40	27.7128	2
1	0	44	27.7128	2
0	0	48	27.7128	2
1	0	48	34.641	2
0	0	4	48.4974	2
0	0	12	48.4974	2
1	0	8	48.4974	2
0	0	20	48.4974	2
1	0	16	48.4974	2
0	0	28	48.4974	2
1	0	24	48.4974	2
0	0	36	48.4974	2
1	0	32	48.4974	2
0	0	44	48.4974	2
1	0	40	48.4974	2
0	0	48	41.5692	2
1	0	48	48.4974	2
0	0	0	55.4256	2
0	0	4	62.3538	2
1	0	4	55.4256	2
1	0	0	62.3538	2
2	0	2	58.8897	2
2	0	6	65.8179	2
0	0	8	55.4256	2
0	0	12	62.3538	2
1	0	12	55.4256	2
1	0	8	62.3538	2
2	0	10	58.8897	2
2	0	14	65.8179	2
0	0	16	55.4256	2
0	0	20	62.3538	2
1	0	20	55.4256	2
1	0	16	62.3538	2
2	0	18	58.8897	2
2	0	22	65.8179	2
0	0	24	55.4256	2
0	0	28	62.3538	2
1	0	28	55.4256	2
1	0	24	62.3538	2
2	0	26	58.8897	2
2	0	30	65.8179	2
0	0	32	55.4256	2
0	0	36	62.3538	2
1	0	36	55.4256	2
1	0	32	62.3538	2
2	0	34	58.8897	2
2	0	38	65.8179	2
0	0	40	55.4256	2
0	0	44	62.3538	2
1	0	44	55.4256	2
1	0	40	62.3538	2
2	0	42	58.8897	2
2	0	46	65.8179	2
0	0	0	69.282	2
1	0	4	69.282	2
0	0	8	69.282	2
1	0	12	69.282	2
0	0	16	69.282	2
1	0	20	69.282	2
0	0	24	69.282	2
1	0	28	69.282	2
0	0	32	69.282	2
1	0	36	69.282	2
0	0	40	69.282	2
1	0	44	69.282	2
2	0	6	51.9615	2
2	0	14	51.9615	2
2	0	22	51.9615	2
2	0	30	51.9615	2
2	0	38	51.9615	2
2	0	46	51.9615	2
0	0	48	55.4256	2
1	0	48	62.3538	2
2	0	2	72.7461	2
2	0	10	72.7461	2
2	0	18	72.7461	2
2	0	26	72.7461	2
2	0	34	72.7461	2
2	0	42	72.7461	2
0	0	48	69.282	2
2	0	6	79.6743	2
2	0	14	79.6743	2
2	0	22	79.6743	2
2	0	30	79.6743	2
2	0	38	79.6743	2
2	0	46	79.6743	2
0	0	0	83.1384	2
0	0	4	90.0666	2
1	0	4	83.1384	2
1	0	0	90.0666	2
2	0	2	86.6025	2
2	0	6	93.5307	2
0	0	8	83.1384	2
0	0	12	90.0666	2
1	0	12	83.1384	2
1	0	8	90.0666	2
2	0	10	86.6025	2
2	0	14	93.5307	2
0	0	16	83.1384	2
0	0	20	90.0666	2
1	0	20	83.1384	2
1	0	16	90.0666	2
2	0	18	86.6025	2
2	0	22	93.5307	2
0	0	24	83.1384	2
0	0	28	90.0666	2
1	0	28	83.1384	2
1	0	24	90.0666	2
2	0	26	86.6025	2
2	0	30	93.5307	2
0	0	32	83.1384	2
0	0	36	90.0666	2
1	0	36	83.1384	2
1	0	32	90.0666	2
2	0	34	86.6025	2
2	0	38	93.5307	2
0	0	40	83.1384	2
0	0	44	90.0666	2
1	0	44	83.1384	2
1	0	40	90.0666	2
2	0	42	86.6025	2
2	0	46	93.5307	2
0	0	4	76.2102	2
1	0	0	76.2102	2
0	0	12	76.2102	2
1	0	8	76.2102	2
0	0	20	76.2102	2
1	0	16	76.2102	2
0	0	28	76.2102	2
1	0	24	76.2102	2
0	0	36	76.2102	2
1	0	32	76.2102	2
0	0	44	76.2102	2
1	0	40	76.2102	2
1	0	48	76.2102	2
0	0	48	83.1384	2
1	0	48	90.0666	2
0	0	0	96.9948	2
1	0	4	96.9948	2
0	0	8	96.9948	2
1	0	12	96.9948	2
0	0	16	96.9948	2
1	0	20	96.9948	2
0	0	24	96.9948	2
1	0	28	96.9948	2
0	0	32	96.9948	2
1	0	36	96.9948	2
0	0	40	96.9948	2
1	0	44	96.9948	2
0	0	48	96.9948	2
0	0	4	103.923	2
1	0	0	103.923	2
2	0	6	107.387	2
0	0	12	103.923	2
1	0	8	103.923	2
