2175
-0.854277	0.434869	0.284781
-0.450503	0.0483585	0.891464
0.144989	-0.709631	0.689494
-0.0799979	-0.125241	0.988896
-0.859119	-0.340782	0.381814
-0.315766	-0.57878	0.751868
0.571151	-0.554522	0.60522
-0.800353	0.478555	0.361137
-0.38711	0.61513	0.686849
0.0373442	-0.610872	0.790848
0.359658	0.578462	0.732139
0.483599	0.67152	0.561419
-0.017194	0.893137	0.449456
-0.256784	0.852342	0.455604
0.411856	0.366712	0.834205
-0.121856	0.991661	0.04194
-0.175233	0.0603619	0.982675
0.220861	0.825012	0.520168
-0.378479	0.421078	0.824286
-0.879471	-0.0568439	-0.472545
-0.758274	0.639787	-0.125274
-0.461661	0.658323	-0.594541
-0.754836	0.635707	0.161553
-0.913004	-0.397431	-0.0920429
-0.406976	0.46908	-0.783795
-0.663354	0.277959	-0.694766
-0.441604	0.862378	-0.24757
-0.741738	-0.442177	-0.504285
-0.11625	0.864172	-0.489584
-0.961884	0.0331934	-0.271437
-0.363644	-0.00554137	-0.931521
-0.55019	0.823431	0.138749
0.0828769	0.9873	-0.135536
-0.710478	0.0721495	-0.700011
-0.783085	-0.261959	0.564053
-0.0896576	0.358493	0.929217
0.693647	0.57492	-0.43396
0.548643	0.21762	-0.807237
0.953214	0.300355	-0.0341921
0.305236	0.618543	-0.724041
0.820927	-0.345969	-0.454295
0.693915	0.0347581	0.719218
0.973665	-0.0957717	-0.206891
0.478029	0.865646	0.148816
0.44449	0.248946	0.860497
0.980031	-0.12342	-0.155907
0.512813	0.369149	0.775082
0.725863	0.643684	-0.242473
0.0381197	0.502013	0.86402
0.664144	-0.121667	-0.737638
0.509401	0.397991	0.762964
-0.660393	0.711084	0.24133
0.515545	0.851966	-0.0914772
-0.850414	0.522	-0.0656701
0.704933	0.696631	-0.133325
-0.503754	0.863651	-0.0183885
-0.694069	0.643629	0.322507
-0.678956	0.630463	-0.376211
-0.828897	0.304621	-0.469186
0.0331358	0.711041	-0.702369
-0.347653	0.883291	-0.314538
-0.660656	-0.606946	-0.441758
-0.246963	-0.749463	-0.614259
-0.389322	-0.732899	-0.557931
0.195232	-0.273732	0.941783
-0.600694	-0.750193	-0.276365
-0.0963836	0.83242	-0.545699
-0.330745	0.909904	-0.250367
-0.764147	0.638731	-0.0900128
0.614273	0.256266	-0.746322
0.674085	-0.23604	-0.699925
-0.140094	0.238882	-0.96089
0.384121	-0.635205	-0.670049
-0.775906	-0.626255	0.075995
-0.72647	0.33586	-0.599533
-0.902243	-0.280619	-0.327431
-0.0155799	0.938542	-0.344812
-0.64088	-0.343711	0.686393
-0.847257	-0.0223688	-0.530711
-0.0786127	0.410007	-0.908688
-0.419859	-0.813048	0.403324
0.189648	-0.379138	-0.905698
-0.729558	-0.503731	-0.462602
0.275554	0.449101	-0.849928
0.947724	-0.0469765	-0.315614
0.174727	-0.793875	0.582437
0.877054	-0.108272	0.468032
0.158518	-0.579914	-0.799107
0.53402	-0.721597	0.44059
0.332428	0.936011	-0.115653
0.720108	0.647658	-0.248965
0.790363	0.607038	-0.0826497
-0.718548	-0.126941	-0.683794
-0.656068	-0.75452	0.0165421
-0.253881	0.667229	-0.70025
-0.883335	0.413927	-0.219964
0.54497	0.582987	-0.602606
0.757481	0.651432	0.0431151
0.717294	0.617568	-0.322644
0.557679	-0.611772	-0.561008
0.743574	-0.636654	-0.204379
0.810831	-0.430722	-0.396272
0.747123	-0.6556	-0.109527
0.855396	-0.278074	0.437004
0.752552	-0.59147	0.289531
0.692778	-0.377163	-0.61466
0.6027	-0.797513	0.0269351
0.428089	-0.783571	-0.450286
0.631613	0.237288	-0.738078
0.835063	0.083303	-0.543811
0.77761	-0.0621045	-0.625672
0.263042	0.0253062	-0.964452
0.322096	-0.73574	-0.595769
0.12734	-0.932272	-0.338604
-0.0180426	0.729123	-0.684145
0.57989	-0.207104	-0.787931
0.038278	-0.586563	-0.808998
0.408137	-0.320087	-0.854967
0.219431	-0.432251	-0.874648
0.78695	-0.179294	-0.590393
-0.85948	0.393679	-0.326054
-0.278587	0.419286	-0.864053
0.291404	0.254524	-0.922118
0.205801	0.314648	-0.92663
0.238854	0.518874	-0.820803
0.737631	-0.663827	0.123426
0.821116	0.251966	-0.512135
-0.281001	0.202744	-0.938048
-0.3728	0.217105	-0.902156
-0.152434	-0.142602	-0.977972
-0.923352	-0.277808	-0.265036
-0.568586	-0.189836	-0.80042
0.92433	-0.0467072	-0.378725
0.644138	-0.603958	-0.469384
0.448054	-0.581799	-0.678791
0.369496	-0.773525	-0.51491
0.594185	-0.5431	-0.593284
0.282579	-0.897792	-0.337814
-0.153106	-0.290766	-0.944465
0.617861	-0.402435	-0.675495
0.589631	-0.787832	0.177922
0.135584	-0.867709	-0.478223
0.972882	-0.0603473	-0.223289
0.696702	-0.715728	-0.0483726
0.751328	0.290381	0.592609
0.184678	0.165951	-0.968687
0.420755	-0.69502	-0.58302
0.165317	-0.925139	-0.341743
0.190363	-0.727677	-0.658975
-0.00931987	-0.92938	-0.369007
-0.314659	-0.745115	-0.588042
0.190348	-0.979385	-0.0676191
-0.322006	-0.831084	-0.453444
-0.320414	-0.920213	-0.224819
-0.524839	-0.812752	0.25294
0.0645901	-0.863004	-0.501051
-0.33385	-0.865538	-0.373346
0.0652353	-0.988424	0.136978
0.267494	-0.778235	-0.568152
-0.327458	-0.826751	-0.457443
-0.73862	-0.656542	-0.152949
0.0479712	-0.995958	-0.0759363
-0.502537	-0.82112	-0.27059
-0.244247	-0.953566	0.176227
0.0582717	-0.189626	-0.980126
-0.379577	-0.72477	-0.575005
0.523896	-0.181156	-0.832296
-0.778251	-0.612758	0.137307
-0.539962	0.520217	-0.661676
0.531601	0.00259491	-0.846991
0.182598	-0.344729	-0.920771
0.320339	0.199251	-0.926111
-0.139685	0.0873543	-0.986335
0.0173165	-0.458747	-0.888398
-0.250332	-0.274238	-0.928508
0.212967	-0.21235	-0.953705
0.948768	0.313162	-0.0420653
0.282218	0.663074	0.693315
0.428795	-0.781843	0.452611
0.691042	0.0249775	-0.722383
0.888101	0.309917	0.339453
-0.288622	0.704593	0.648263
0.46323	-0.778641	-0.423245
0.174068	-0.735044	-0.655294
0.273898	-0.949726	0.15166
-0.0938672	-0.995304	-0.0236595
-0.116691	-0.892889	-0.434893
-0.330508	-0.666499	-0.668239
-0.803862	-0.527036	-0.275752
0.46876	-0.88248	-0.0386462
0.651609	-0.112113	-0.750224
0.773321	-0.126987	-0.621168
0.828293	-0.157501	-0.537703
0.479133	-0.42486	-0.768066
0.44176	-0.17658	-0.879584
-0.374084	-0.919952	-0.117255
0.461573	-0.515115	-0.722224
0.7233	0.245931	-0.645256
0.57367	-0.226501	-0.787147
0.761448	0.300854	0.574182
0.803927	-0.0463646	0.592918
0.322347	0.64037	0.69715
-0.267268	-0.946155	0.182643
0.625821	-0.694044	0.35588
0.315618	0.197916	-0.928017
-0.805121	-0.474942	0.35526
0.778211	-0.0888178	-0.621691
0.181512	-0.346251	-0.920415
-0.282913	0.398804	-0.872305
-0.688681	0.514719	0.510669
0.086639	-0.267229	-0.95973
0.283379	-0.642807	-0.711684
0.188461	0.15814	-0.969265
0.885144	0.462341	0.0525428
0.382151	0.123644	-0.915791
-0.649726	0.00621413	-0.760143
-0.51077	-0.190471	0.838353
-0.456731	-0.836875	-0.301722
-0.737795	-0.638681	-0.218508
-0.0450642	0.501008	-0.864269
-0.667938	-0.659649	0.344561
-0.925726	-0.213707	-0.312028
0.760205	-0.540881	0.359913
-0.298599	-0.0945175	-0.949687
0.131195	-0.698059	-0.703919
-0.176988	-0.203712	-0.9629
0.948908	-0.0215014	0.314818
-0.431612	0.0954178	-0.896998
-0.0572268	-0.423663	-0.90401
-0.717673	-0.198074	-0.667617
0.748381	-0.662041	0.0403559
0.902259	0.349956	-0.251913
-0.322629	-0.670103	-0.668486
0.491157	-0.0402961	-0.870139
0.870244	-0.0549638	-0.489545
0.301826	0.196671	-0.932857
-0.41982	0.427717	-0.800505
0.355854	-0.265321	-0.896087
-0.709777	0.658338	-0.250615
0.0333751	-0.041545	-0.998579
-0.379349	0.869243	0.317034
0.395368	0.357782	-0.845976
-0.251145	0.095353	-0.963241
-0.232193	0.0361152	-0.971999
0.24186	0.811555	0.531867
0.7939	0.541051	-0.277465
-0.30179	0.951265	0.0633923
0.961652	-0.247786	-0.117591
-0.700064	0.710049	0.075776
-0.287718	0.218755	-0.932397
-0.476949	0.771292	-0.42146
0.186398	-0.845955	-0.499616
-0.770802	-0.636157	-0.0341703
0.265162	-0.85906	-0.437842
0.378019	-0.148626	0.91379
-0.255	-0.380671	-0.888856
0.592948	-0.766766	0.245931
-0.845065	0.530255	-0.0685166
0.371563	-0.922265	-0.106621
0.970423	0.233853	0.0599339
0.815094	0.116135	-0.567569
0.74472	0.197058	-0.637621
0.776891	-0.62652	0.0625527
0.185477	0.317039	-0.930099
0.8188	0.573287	-0.0301249
-0.557794	0.59458	-0.579086
-0.634468	-0.539566	-0.553461
-0.547576	-0.40947	0.729722
-0.201768	-0.880696	0.428561
0.42739	-0.36939	0.82516
0.242618	-0.384238	0.890785
0.86002	0.477928	0.178745
0.106966	0.89755	-0.427741
0.104169	0.887938	-0.448013
-0.0220271	0.96297	0.268707
-0.216158	0.963582	0.157433
-0.146031	0.964577	0.219696
-0.958324	0.215184	-0.187912
-0.251936	0.667457	-0.700735
-0.751092	-0.363438	0.551157
-0.959735	-0.264099	0.0957102
-0.895638	-0.143329	0.421058
0.589748	-0.780284	0.208218
0.234743	-0.590055	0.772483
0.0158183	-0.940696	0.338883
-0.443211	0.306335	0.84245
0.44032	-0.870738	0.218936
0.755477	0.262615	0.60024
-0.406068	0.281534	0.869395
0.0663604	0.175041	0.982322
-0.537344	-0.232245	0.810755
-0.34057	-0.53456	0.773471
-0.530662	-0.749524	0.395741
-0.0915596	-0.420332	-0.902739
0.795127	-0.0534169	-0.604086
0.606591	0.13637	-0.783231
0.723269	0.0653674	-0.687465
-0.38446	0.891495	-0.239639
-0.150797	-0.959752	0.23693
-0.753933	0.104467	0.648592
0.795072	-0.165474	0.583505
-0.0892292	0.827425	0.554443
0.570944	0.677295	-0.463998
-0.755744	-0.208413	0.620817
-0.0473855	-0.612215	0.78927
-0.063839	-0.990591	0.121054
0.806829	-0.58662	-0.070025
